# ../gasoline/gasoline/pkdgrav L40_128_dark.param 
# PKDGRAV/GASOLINE Version 2.0.0 of $Date$
# Code compiled: Sep  6 2023 14:58:33
# Preprocessor macros: GASOLINE VSIGVISC WENDLANDC4 CHANGESOFT COOLING_METAL DTADJUST ESPACCH DIFFUSION

# Run started: Fri Sep  8 12:42:02 2023
# Master host: beehive8.uio.no
# N: 262144 nThreads: 20 bDiag: 0 Verbosity flags: (1,1,1,1,0)

# UNITS:  dMsolUnit: 1.02095e+15 dKpcUnit: 20000 dErgPerGmUnit: 2.19585e+15
# UNITS: dGmPerCcUnit (z=0): 8.64402e-30 dSecUnit: 1.31698e+18 (41732.6 Myr)
# UNITS: dKmPerSecUnit (z=0): 468.599
# BOX PARAMETERS:  bPeriodic: 1 bRestart: 0 bComove: 1 dPeriod: 1 dxPeriod: 1
# BOX PARAMETERS: dyPeriod: 1 dzPeriod: 1
# RUN DURATION:  iStartStep: 0 iStopStep: 128 nSteps: 128 iWallRunTime: 0
# RUN DURATION: dRedTo: 0
# READ/WRITE:  bParaRead: 0 bParaWrite: 0 bOverwrite: 0 iBinaryOutput: 0
# READ/WRITE: iReadIOrder: 0 bNoReOrder: 0 bStandard: 1 iOutInterval(0,0): 1 (0)
# READ/WRITE: dDumpFrameStep: -1 dDumpFrameTime: -1 iLogInterval: 1
# READ/WRITE: bLogTiming: 0 (0000) iCheckInterval: 1 bDoDensity: 1 dExtraStore: 2.000000
# READ/WRITE: achInFile: L20_64_IC.dat achOutName: L20_64_dark
# READ/WRITE: achDataSubPath: /uio/hume/student-u49/leaheh/AST4320_project2
# INTEGRATION:  bCannonical: 1 bKDK: 1 iOrder: 4 iEwOrder: 4 nReplicas: 1
# INTEGRATION: dEwCut: 2.600000 dEwhCut: 2.800000
# DOMAIN DECOMPOSITION:  dFracNoDomainDecomp: 0.1 dFracNoDomainDimChoice: 0.1
# DOMAIN DECOMPOSITION: bFastGas: 1 dFracFastGas: 0.2 bSplitWork: 1 bRungDD: 0
# DOMAIN DECOMPOSITION: dRungDDWeight: 1  nTruncateRung: 128 bLowerSoundSpeed: 0
# DOMAIN DECOMPOSITION: bGasDomainDecomp: 0
# TREEBUILD:  nBucket: 8 iTreeZipStep: 0 bTreeZipLocal: 1 iOpenType: JOSH
# TREEBUILD: dTheta: 0.525000 daSwitchTheta: 0.333333 dTheta2: 0.725000
# TREEBUILD: dAbsPartial: 0 dRealPartial: 0 dAbsTotal: 0 dRelTotal: 0
# SOFTENING:  dSoft: input bPhysicalSoft: 0 bVariableSoft: 0 (1 1 1)
# SOFTENING: nSoftNbr: 32 bSoftByType: 1 bSoftMaxMul: 1 dSoftMax: 0 bDoSoftOutput: 0
# TIMESTEPPING:  dDelta: 0.00258162 dDeltaSph: 0 dEta: 0.19 dEtauDot: 0.25
# TIMESTEPPING: dTMinDt: 0 duMinDt: 0 dEtaDeltaAccel: 0.2 dEtaCourant: 0.4 (0.25)
# TIMESTEPPING: iMaxRung: 24 bGravStep: 0 bEpsAccStep: 1 bDensityStep: 0
# TIMESTEPPING: bDeltaAccelStep: 0 (gt): 0 bLongRangeStep: 0 nTruncateRung: 128
# TIMESTEPPING: bNonSymp: 1
# COSMOLOGY:  dHubble0: 2.8944 dOmega0: 0.3077 dLambda: 0.6923 dOmegaRad: 0
# COSMOLOGY: dOmegab: 0 dQuintess: 0
# GRAVITY:  bEwald: 1 bSqrtPhiStep: 0 bDoGravity: 1 bDoSelfGravity: 1
# GRAVITY: bFandG: 0 bHeliocentric: 0 dCentMass: 1 dSunSoft: 0 bElliptical: 0
# GRAVITY: bEllipticalDarkNFW: 0 bLogHalo: 0 bHernquistSpheroid: 0 bNFWSpheroid: 0
# GRAVITY: bGalaxyDiskVerticalPotential: 0 dGalaxyDiskVerticalPotentialVc: 220
# GRAVITY: dGalaxyDiskVerticalPotentialR: 6 dGalaxyDiskVerticalPotentialStarSigma: 0
# GRAVITY: dGalaxyDiskVerticalPotentialStarH: 0.4
# GRAVITY: dGalaxyDiskVerticalPotentialGasSigma: 0 dGalaxyDiskVerticalPotentialGasH: 0.13 bHomogSpheroid: 0
# GRAVITY: dHomogSpheroidM: 1732820000 dHomogSpheroidR: 859255072 bBodyForce: 0
# GRAVITY: dBodyForceConst: 0 bMiyamotoDisk: 0 bTimeVarying: 0 bRotatingBar: 0
# GRAVITY: bRotFrame: 0 dOmega: 0 dOmegaDot: 0
# ROTATING BAR:  dRotBarMass: 0 dRotBarLength: 0 dRotBarCorotFac: 0
# ROTATING BAR: dRotBarTurnOff: 0 dRotBarTurnOn: 0 dRotBarAmpFac: 0 dRotBarDuration: 0
# ROTATING BAR: dRotBarPosAng: 0 dRotBarTime0: 0 dRotBarOmega: 0 dRotBarB5: 0
# ROTATING BAR: dRotBarIz: 0 dRotBarLz: 0 dRotBarLz0: 0 bFixedBar: 0 bBarMonopole: 1
# ROTATING BAR: dRotBarMonoPoleFac: 1
# NON-INERTIAL REFERENCE FRAME:  bPatch: 0 iStripOption: 2
# SINKS:  bDoSinks: 0 bBHSink: 0 dBHSinkEddEff: 0.1 dBHSinkFeedbackEff: 0.05
# SINKS: dBHSinkAlpha: 1 bDoBHKick: 0 bBHTurnOffCooling: 0 bSmallBHSmooth: 0
# SINKS: bBHMindv: 0 bBHAccreteAll: 1 bDoSinksAtStart: 0 bSinkThermal: 0
# SINKS: dSinkRadius: 0 dSinkBoundOrbitRadius: 0 dSinkMustAccreteRadius: 0 dSinkMassMin: 0
# SINKS: bSinkForm: 0 bSinkFormSimple: 0 bSinkFormJeans: 0 bSinkFormDivV: 0 (0)
# SINKS: bSinkFormDivAcc: 0 (0) bSinkFormDV: 0 bSinkFormPotMin: 0
# SINKS: nSinkFormMin: 64 bSinkAngMomOutput: 0 bSinkMerge: 1 nJeans: 50
# SINKS: dJeansConstant: 23.3246 dSinkFormDensity: -1 dSinkTimeEligible: 0
# SPH:  nSmooth: 64 dhMinOverSoft: 0 dResolveJeans: 0 bVariableAlpha: 0
# SPH: bDoGas: 0 bInitGasDensity: 1 bGeometric: 0 bGasAdiabatic: 1 bGasIsothermal: 0
# SPH: bGasCooling: 0 bShockTracker: 0 dShockTrackerA: 0.16 dShockTrackerB: 0.4
# SPH: dTauAlpha: 0.1 dAlphaMax: 4 dAlphaMin: 0 dNAlphaNoise: 100 dAFac: 2
# SPH: dConstAlpha: 1 dConstBeta: 2 bViscosityLimiter: 1 iViscosityLimiter: 1
# SPH: bViscosityLimitdt: 0 bBulkViscosity: 0 bSphStep: 1 bSphSingleStep: 0
# SPH: ddHonHLimit: 0.1 bSimpleGasDrag: 0 bEpstein: 1 dGamma: 1e-11
# GROWMASS:  nGrowMass: 0 bGrowDark: 1 bGrowGas: 1 bGrowStar: 1 dGrowDeltaM: 0
# GROWMASS: dGrowStartT: 0 dGrowEndT: 1 dGrowMaxM: 1.79769e+308 dGrowMinM: 0
# GAS PHYSICS:  dConstGamma: 1.66667 dMeanMolWeight: 1 dGasConst: 3.76322e-08
# GAS PHYSICS: dTuFac: 5.64483e-08 dKBoltzUnit: 1 dPext: 0 nSuperCool: 0
# GAS PHYSICS: bSymCool: 0 dCoolDens: 50 dCoolFac: 0.95 dCoolMaxDens: 1e+08
# GAS PHYSICS: bConstantDiffusion: 0 dMetalDiffusionCoeff: 0 dThermalDiffusionCoeff: 0
# GAS PHYSICS: dEvapCoeff: 1.2e-07 dEvapMinTemp: 100000 dThermalCondCoeff: 1.2e-07
# GAS PHYSICS: dThermalCondSatCoeff: 17 dThermalCond2Coeff: 500
# GAS PHYSICS: dThermalCond2SatCoeff: 0.5 dEtaDiffusion: 0.1
# COOLING:  bIonNonEqm: 1 bUV: 1 bUVTableUsesTime: 0 dMassFracHelium: 0.236
# COOLING: dCoolingTmin: 10 dCoolingTmax: 1e+09 nCoolingTable: 15001
# COOLING: bDoIonOutput: 0 bLowTCool: 0 bMetal: 1 dPhotoelectricHeating: 0
# COOLING: dPhotoelectricScaleLength: 4 dPhotoelectricInnerRadius: 4 dzTimeClampUV: -1
# COOLING: dMetalCoolFactor: 1
# RedOut: none
# Log entries:
# dTime z E T U Eth Lx Ly Lz WallTime dWMax dImax dEMax dMultiEff
9.8388e-02 1.5753e+00 8.137785e-06 3.3822e-03 -4.8293e-03 0.0000e+00 5.612698e-05 1.174736e-04 1.450945e-04 5 0.0000e+00 7.8332e-01 0.0000e+00 3.4440e+00
1.0097e-01 1.5293e+00 8.507978e-06 3.6175e-03 -5.1541e-03 0.0000e+00 5.899512e-05 1.215538e-04 1.505316e-04 6 0.0000e+00 7.8173e-01 0.0000e+00 3.4255e+00
1.0355e-01 1.4852e+00 9.249150e-06 3.8629e-03 -5.4924e-03 0.0000e+00 6.056015e-05 1.287377e-04 1.543395e-04 5 0.0000e+00 7.8771e-01 0.0000e+00 3.4235e+00
1.0613e-01 1.4429e+00 9.079305e-06 4.1130e-03 -5.8401e-03 0.0000e+00 6.162153e-05 1.357810e-04 1.565602e-04 6 0.0000e+00 7.8027e-01 0.0000e+00 3.4073e+00
1.0871e-01 1.4021e+00 9.412838e-06 4.3592e-03 -6.1870e-03 0.0000e+00 6.605948e-05 1.400973e-04 1.568163e-04 6 0.0000e+00 7.9122e-01 0.0000e+00 3.3940e+00
1.1130e-01 1.3629e+00 9.746987e-06 4.6055e-03 -6.5377e-03 0.0000e+00 6.935590e-05 1.472691e-04 1.560854e-04 6 0.0000e+00 7.9567e-01 0.0000e+00 3.3694e+00
1.1388e-01 1.3251e+00 9.309278e-06 4.8652e-03 -6.9062e-03 0.0000e+00 7.634762e-05 1.545969e-04 1.586107e-04 6 0.0000e+00 8.3272e-01 0.0000e+00 3.3365e+00
1.1646e-01 1.2887e+00 9.608150e-06 5.1505e-03 -7.3034e-03 0.0000e+00 8.045419e-05 1.622219e-04 1.605098e-04 5 0.0000e+00 7.9494e-01 0.0000e+00 3.2963e+00
1.1904e-01 1.2535e+00 1.051158e-05 5.4634e-03 -7.7318e-03 0.0000e+00 8.691766e-05 1.669777e-04 1.659238e-04 6 0.0000e+00 7.9547e-01 0.0000e+00 3.2801e+00
1.2162e-01 1.2195e+00 1.263863e-05 5.8123e-03 -8.1995e-03 0.0000e+00 9.505157e-05 1.727726e-04 1.698032e-04 5 0.0000e+00 8.1069e-01 0.0000e+00 3.2813e+00
1.2420e-01 1.1867e+00 1.300240e-05 6.2007e-03 -8.7136e-03 0.0000e+00 1.020601e-04 1.798748e-04 1.654955e-04 6 0.0000e+00 8.0541e-01 0.0000e+00 3.2930e+00
1.2679e-01 1.1549e+00 1.462009e-05 6.6199e-03 -9.2628e-03 0.0000e+00 1.125441e-04 1.805907e-04 1.580713e-04 6 0.0000e+00 8.0595e-01 0.0000e+00 3.2979e+00
1.2937e-01 1.1241e+00 1.644155e-05 7.0431e-03 -9.8215e-03 0.0000e+00 1.226192e-04 1.841698e-04 1.498940e-04 6 0.0000e+00 8.1779e-01 0.0000e+00 3.3093e+00
1.3195e-01 1.0943e+00 1.344973e-05 7.4641e-03 -1.0388e-02 0.0000e+00 1.429848e-04 1.885738e-04 1.274653e-04 6 0.0000e+00 8.2158e-01 0.0000e+00 3.3155e+00
1.3453e-01 1.0654e+00 1.285007e-05 7.9205e-03 -1.0994e-02 0.0000e+00 1.570127e-04 1.952383e-04 1.142717e-04 6 0.0000e+00 8.3091e-01 0.0000e+00 3.3040e+00
1.3711e-01 1.0373e+00 1.627397e-05 8.3692e-03 -1.1594e-02 0.0000e+00 1.636882e-04 2.018390e-04 1.059895e-04 6 0.0000e+00 8.2742e-01 0.0000e+00 3.2882e+00
1.3969e-01 1.0101e+00 1.307158e-05 8.7683e-03 -1.2156e-02 0.0000e+00 1.736802e-04 2.039461e-04 9.970776e-05 6 0.0000e+00 8.1396e-01 0.0000e+00 3.2799e+00
1.4228e-01 9.8366e-01 1.181380e-05 9.1222e-03 -1.2675e-02 0.0000e+00 1.829366e-04 2.060927e-04 9.191258e-05 6 0.0000e+00 8.3507e-01 0.0000e+00 3.2609e+00
1.4486e-01 9.5795e-01 1.133537e-05 9.5100e-03 -1.3232e-02 0.0000e+00 1.901869e-04 2.108363e-04 9.197181e-05 6 0.0000e+00 8.2990e-01 0.0000e+00 3.2238e+00
1.4744e-01 9.3295e-01 1.428320e-05 9.9213e-03 -1.3815e-02 0.0000e+00 2.015367e-04 2.113363e-04 9.273132e-05 6 0.0000e+00 8.2286e-01 0.0000e+00 3.2143e+00
1.5002e-01 9.0862e-01 1.283217e-05 1.0327e-02 -1.4401e-02 0.0000e+00 2.106529e-04 2.147581e-04 9.570876e-05 6 0.0000e+00 9.1145e-01 0.0000e+00 3.2155e+00
1.5260e-01 8.8494e-01 1.333162e-05 1.0728e-02 -1.4984e-02 0.0000e+00 2.166224e-04 2.150267e-04 9.397470e-05 7 0.0000e+00 9.4898e-01 0.0000e+00 3.2031e+00
1.5518e-01 8.6188e-01 1.373163e-05 1.1113e-02 -1.5557e-02 0.0000e+00 2.250633e-04 2.183336e-04 9.604185e-05 6 0.0000e+00 8.9011e-01 0.0000e+00 3.1824e+00
1.5777e-01 8.3940e-01 1.236026e-05 1.1481e-02 -1.6118e-02 0.0000e+00 2.377488e-04 2.168531e-04 9.714379e-05 6 0.0000e+00 9.8052e-01 0.0000e+00 3.1607e+00
1.6035e-01 8.1748e-01 1.466190e-05 1.1830e-02 -1.6661e-02 0.0000e+00 2.512732e-04 2.206239e-04 9.291241e-05 6 0.0000e+00 1.0226e+00 0.0000e+00 3.1295e+00
1.6293e-01 7.9610e-01 1.330149e-05 1.2215e-02 -1.7249e-02 0.0000e+00 2.640251e-04 2.192009e-04 8.973690e-05 7 0.0000e+00 8.5521e-01 0.0000e+00 3.1057e+00
1.6551e-01 7.7524e-01 1.989055e-05 1.2706e-02 -1.7938e-02 0.0000e+00 2.796083e-04 2.214352e-04 8.566667e-05 6 0.0000e+00 1.0113e+00 0.0000e+00 3.1069e+00
1.6809e-01 7.5488e-01 1.343459e-05 1.3203e-02 -1.8653e-02 0.0000e+00 2.944365e-04 2.224270e-04 7.405777e-05 7 0.0000e+00 9.1368e-01 0.0000e+00 3.1145e+00
1.7067e-01 7.3499e-01 1.466342e-05 1.3674e-02 -1.9339e-02 0.0000e+00 3.069737e-04 2.266313e-04 6.680645e-05 7 0.0000e+00 8.9890e-01 0.0000e+00 3.1349e+00
1.7326e-01 7.1556e-01 1.728605e-05 1.4136e-02 -2.0021e-02 0.0000e+00 3.166735e-04 2.266179e-04 6.417883e-05 6 0.0000e+00 8.6690e-01 0.0000e+00 3.1241e+00
1.7584e-01 6.9656e-01 1.768309e-05 1.4589e-02 -2.0700e-02 0.0000e+00 3.299341e-04 2.279623e-04 6.604304e-05 6 0.0000e+00 8.6121e-01 0.0000e+00 3.0762e+00
1.7842e-01 6.7799e-01 1.826254e-05 1.5101e-02 -2.1443e-02 0.0000e+00 3.453029e-04 2.309352e-04 6.672692e-05 6 0.0000e+00 8.6224e-01 0.0000e+00 3.0174e+00
1.8100e-01 6.5982e-01 1.861343e-05 1.5694e-02 -2.2274e-02 0.0000e+00 3.579971e-04 2.293219e-04 7.000406e-05 5 0.0000e+00 8.7572e-01 0.0000e+00 3.0054e+00
1.8358e-01 6.4204e-01 1.891083e-05 1.6347e-02 -2.3171e-02 0.0000e+00 3.758249e-04 2.277695e-04 7.566696e-05 6 0.0000e+00 8.7717e-01 0.0000e+00 3.0017e+00
1.8616e-01 6.2464e-01 1.556910e-05 1.7082e-02 -2.4161e-02 0.0000e+00 3.904832e-04 2.274003e-04 7.930751e-05 6 0.0000e+00 8.5740e-01 0.0000e+00 2.9984e+00
1.8874e-01 6.0760e-01 2.509653e-05 1.7891e-02 -2.5221e-02 0.0000e+00 4.056108e-04 2.242530e-04 8.707159e-05 7 0.0000e+00 8.6917e-01 0.0000e+00 3.0163e+00
1.9133e-01 5.9091e-01 1.639161e-05 1.8788e-02 -2.6396e-02 0.0000e+00 4.202093e-04 2.176852e-04 9.139124e-05 6 0.0000e+00 8.6513e-01 0.0000e+00 3.0376e+00
1.9391e-01 5.7456e-01 1.626400e-05 1.9679e-02 -2.7566e-02 0.0000e+00 4.349686e-04 2.167410e-04 9.831240e-05 6 0.0000e+00 8.7336e-01 0.0000e+00 3.0614e+00
1.9649e-01 5.5853e-01 2.669135e-05 2.0244e-02 -2.8407e-02 0.0000e+00 4.490147e-04 2.191717e-04 1.036137e-04 6 0.0000e+00 8.7806e-01 0.0000e+00 3.0641e+00
1.9907e-01 5.4281e-01 2.371112e-05 2.0656e-02 -2.9114e-02 0.0000e+00 4.687356e-04 2.115191e-04 1.094097e-04 6 0.0000e+00 8.8593e-01 0.0000e+00 3.0419e+00
2.0165e-01 5.2740e-01 1.701130e-05 2.0969e-02 -2.9729e-02 0.0000e+00 4.848774e-04 2.041274e-04 1.154757e-04 6 0.0000e+00 8.8167e-01 0.0000e+00 2.9895e+00
2.0423e-01 5.1228e-01 2.274311e-05 2.1289e-02 -3.0341e-02 0.0000e+00 4.985022e-04 2.082318e-04 1.220861e-04 7 0.0000e+00 9.0226e-01 0.0000e+00 2.9288e+00
2.0682e-01 4.9744e-01 2.291603e-05 2.1657e-02 -3.1012e-02 0.0000e+00 5.101118e-04 2.032533e-04 1.274212e-04 6 0.0000e+00 9.0311e-01 0.0000e+00 2.9002e+00
2.0940e-01 4.8288e-01 2.352894e-05 2.1959e-02 -3.1620e-02 0.0000e+00 5.216450e-04 2.020502e-04 1.323712e-04 6 0.0000e+00 8.9557e-01 0.0000e+00 2.8943e+00
2.1198e-01 4.6858e-01 2.663597e-05 2.2241e-02 -3.2207e-02 0.0000e+00 5.282233e-04 1.859924e-04 1.333155e-04 6 0.0000e+00 8.9834e-01 0.0000e+00 2.8739e+00
2.1456e-01 4.5454e-01 2.928472e-05 2.2538e-02 -3.2814e-02 0.0000e+00 5.394535e-04 1.794983e-04 1.379712e-04 6 0.0000e+00 9.0936e-01 0.0000e+00 2.8459e+00
2.1714e-01 4.4075e-01 2.412267e-05 2.2870e-02 -3.3467e-02 0.0000e+00 5.549710e-04 1.688714e-04 1.393198e-04 6 0.0000e+00 9.0832e-01 0.0000e+00 2.8353e+00
2.1972e-01 4.2720e-01 3.459029e-05 2.3224e-02 -3.4130e-02 0.0000e+00 5.708787e-04 1.633532e-04 1.387951e-04 6 0.0000e+00 8.9041e-01 0.0000e+00 2.8175e+00
2.2231e-01 4.1388e-01 2.044526e-05 2.3671e-02 -3.4914e-02 0.0000e+00 5.870764e-04 1.580607e-04 1.394613e-04 5 0.0000e+00 8.7429e-01 0.0000e+00 2.7860e+00
2.2489e-01 4.0079e-01 3.125402e-05 2.4231e-02 -3.5793e-02 0.0000e+00 6.047743e-04 1.559664e-04 1.415512e-04 6 0.0000e+00 9.1284e-01 0.0000e+00 2.7626e+00
2.2747e-01 3.8792e-01 2.989935e-05 2.4956e-02 -3.6855e-02 0.0000e+00 6.194471e-04 1.541258e-04 1.441658e-04 6 0.0000e+00 9.0740e-01 0.0000e+00 2.7597e+00
2.3005e-01 3.7526e-01 2.646313e-05 2.5846e-02 -3.8091e-02 0.0000e+00 6.310500e-04 1.483124e-04 1.450772e-04 6 0.0000e+00 9.1636e-01 0.0000e+00 2.7813e+00
2.3263e-01 3.6280e-01 2.800268e-05 2.6746e-02 -3.9342e-02 0.0000e+00 6.500021e-04 1.394827e-04 1.507741e-04 6 0.0000e+00 9.2505e-01 0.0000e+00 2.7855e+00
2.3521e-01 3.5055e-01 2.833519e-05 2.7659e-02 -4.0616e-02 0.0000e+00 6.629954e-04 1.245346e-04 1.570344e-04 6 0.0000e+00 9.2164e-01 0.0000e+00 2.7918e+00
2.3780e-01 3.3850e-01 3.557393e-05 2.8429e-02 -4.1748e-02 0.0000e+00 6.756271e-04 1.092402e-04 1.624931e-04 5 0.0000e+00 9.2400e-01 0.0000e+00 2.7571e+00
2.4038e-01 3.2663e-01 3.013862e-05 2.9290e-02 -4.2991e-02 0.0000e+00 6.897799e-04 1.053503e-04 1.673770e-04 6 0.0000e+00 9.2367e-01 0.0000e+00 2.7271e+00
2.4296e-01 3.1495e-01 2.625648e-05 3.0304e-02 -4.4396e-02 0.0000e+00 6.976505e-04 1.007135e-04 1.682344e-04 6 0.0000e+00 9.0965e-01 0.0000e+00 2.7210e+00
2.4554e-01 3.0344e-01 2.779288e-05 3.1447e-02 -4.5934e-02 0.0000e+00 7.040662e-04 1.009935e-04 1.728644e-04 5 0.0000e+00 9.1143e-01 0.0000e+00 2.7376e+00
2.4812e-01 2.9211e-01 2.809826e-05 3.2531e-02 -4.7425e-02 0.0000e+00 7.100450e-04 1.078045e-04 1.757980e-04 5 0.0000e+00 9.1521e-01 0.0000e+00 2.7672e+00
2.5070e-01 2.8095e-01 3.374345e-05 3.3419e-02 -4.8725e-02 0.0000e+00 7.201972e-04 1.074302e-04 1.804766e-04 6 0.0000e+00 9.3439e-01 0.0000e+00 2.7895e+00
2.5329e-01 2.6996e-01 2.936613e-05 3.4022e-02 -4.9757e-02 0.0000e+00 7.302731e-04 1.204702e-04 1.813815e-04 6 0.0000e+00 9.0939e-01 0.0000e+00 2.7926e+00
2.5587e-01 2.5913e-01 3.084857e-05 3.4514e-02 -5.0677e-02 0.0000e+00 7.398823e-04 1.332781e-04 1.825728e-04 6 0.0000e+00 9.1698e-01 0.0000e+00 2.7671e+00
2.5845e-01 2.4845e-01 3.186584e-05 3.5026e-02 -5.1624e-02 0.0000e+00 7.535721e-04 1.565286e-04 1.867719e-04 6 0.0000e+00 9.2826e-01 0.0000e+00 2.7443e+00
2.6103e-01 2.3793e-01 4.382747e-05 3.5328e-02 -5.2353e-02 0.0000e+00 7.625117e-04 1.753974e-04 1.882998e-04 6 0.0000e+00 9.2653e-01 0.0000e+00 2.7402e+00
2.6361e-01 2.2755e-01 3.267837e-05 3.5596e-02 -5.3077e-02 0.0000e+00 7.670455e-04 1.950860e-04 1.899850e-04 6 0.0000e+00 9.8466e-01 0.0000e+00 2.7038e+00
2.6619e-01 2.1732e-01 3.297247e-05 3.5964e-02 -5.3892e-02 0.0000e+00 7.728096e-04 1.957412e-04 1.949347e-04 6 0.0000e+00 9.6428e-01 0.0000e+00 2.6734e+00
2.6878e-01 2.0723e-01 4.088069e-05 3.6430e-02 -5.4803e-02 0.0000e+00 7.770784e-04 2.038388e-04 2.004203e-04 6 0.0000e+00 1.0671e+00 0.0000e+00 2.6418e+00
2.7136e-01 1.9728e-01 5.283670e-05 3.6918e-02 -5.5736e-02 0.0000e+00 7.836508e-04 2.118901e-04 2.040276e-04 6 0.0000e+00 9.6205e-01 0.0000e+00 2.6185e+00
2.7394e-01 1.8746e-01 3.683664e-05 3.7397e-02 -5.6693e-02 0.0000e+00 7.870165e-04 2.103186e-04 2.045850e-04 5 0.0000e+00 9.3160e-01 0.0000e+00 2.6041e+00
2.7652e-01 1.7778e-01 3.653764e-05 3.7968e-02 -5.7734e-02 0.0000e+00 7.934610e-04 2.091123e-04 2.081311e-04 6 0.0000e+00 9.7829e-01 0.0000e+00 2.5935e+00
2.7910e-01 1.6822e-01 3.674418e-05 3.8640e-02 -5.8880e-02 0.0000e+00 7.940933e-04 2.044174e-04 2.113532e-04 6 0.0000e+00 9.5172e-01 0.0000e+00 2.5889e+00
2.8168e-01 1.5879e-01 4.117250e-05 3.9351e-02 -6.0069e-02 0.0000e+00 7.987666e-04 2.006531e-04 2.154044e-04 7 0.0000e+00 9.7054e-01 0.0000e+00 2.5841e+00
2.8426e-01 1.4948e-01 5.653218e-05 4.0038e-02 -6.1229e-02 0.0000e+00 8.045443e-04 1.928850e-04 2.141057e-04 7 0.0000e+00 9.9734e-01 0.0000e+00 2.5639e+00
2.8685e-01 1.4029e-01 4.035995e-05 4.0724e-02 -6.2428e-02 0.0000e+00 8.113511e-04 1.896877e-04 2.103244e-04 7 0.0000e+00 9.4528e-01 0.0000e+00 2.5489e+00
2.8943e-01 1.3122e-01 4.646743e-05 4.1428e-02 -6.3630e-02 0.0000e+00 8.147999e-04 1.811627e-04 2.092855e-04 6 0.0000e+00 9.5071e-01 0.0000e+00 2.5406e+00
2.9201e-01 1.2226e-01 4.337657e-05 4.2272e-02 -6.4988e-02 0.0000e+00 8.126152e-04 1.737512e-04 2.073175e-04 6 0.0000e+00 9.6925e-01 0.0000e+00 2.5342e+00
2.9459e-01 1.1341e-01 4.387127e-05 4.3244e-02 -6.6480e-02 0.0000e+00 8.132192e-04 1.662308e-04 2.073120e-04 6 0.0000e+00 9.6991e-01 0.0000e+00 2.5380e+00
2.9717e-01 1.0467e-01 4.444463e-05 4.4418e-02 -6.8183e-02 0.0000e+00 8.132941e-04 1.630994e-04 2.059082e-04 6 0.0000e+00 9.5749e-01 0.0000e+00 2.5410e+00
2.9975e-01 9.6039e-02 4.234562e-05 4.5770e-02 -7.0080e-02 0.0000e+00 8.144060e-04 1.623630e-04 2.133412e-04 6 0.0000e+00 9.5992e-01 0.0000e+00 2.5484e+00
3.0234e-01 8.7511e-02 4.500901e-05 4.6947e-02 -7.1809e-02 0.0000e+00 8.218277e-04 1.620286e-04 2.201725e-04 6 0.0000e+00 9.5261e-01 0.0000e+00 2.5489e+00
3.0492e-01 7.9086e-02 4.360434e-05 4.7865e-02 -7.3293e-02 0.0000e+00 8.284070e-04 1.598130e-04 2.244822e-04 6 0.0000e+00 9.5751e-01 0.0000e+00 2.5451e+00
3.0750e-01 7.0760e-02 6.212385e-05 4.8698e-02 -7.4680e-02 0.0000e+00 8.358261e-04 1.592515e-04 2.302957e-04 5 0.0000e+00 9.6731e-01 0.0000e+00 2.5447e+00
3.1008e-01 6.2532e-02 4.951429e-05 4.9323e-02 -7.5899e-02 0.0000e+00 8.432035e-04 1.625101e-04 2.382038e-04 6 0.0000e+00 9.7396e-01 0.0000e+00 2.5432e+00
3.1266e-01 5.4400e-02 4.555344e-05 4.9840e-02 -7.7007e-02 0.0000e+00 8.520777e-04 1.678176e-04 2.421594e-04 5 0.0000e+00 9.5523e-01 0.0000e+00 2.5314e+00
3.1524e-01 4.6362e-02 5.136858e-05 5.0238e-02 -7.7992e-02 0.0000e+00 8.596972e-04 1.699793e-04 2.480757e-04 6 0.0000e+00 9.6346e-01 0.0000e+00 2.5146e+00
3.1783e-01 3.8415e-02 4.918195e-05 5.0558e-02 -7.8912e-02 0.0000e+00 8.693452e-04 1.694979e-04 2.566468e-04 6 0.0000e+00 9.5168e-01 0.0000e+00 2.4824e+00
3.2041e-01 3.0559e-02 5.860177e-05 5.0908e-02 -7.9856e-02 0.0000e+00 8.749245e-04 1.679246e-04 2.630939e-04 6 0.0000e+00 9.6797e-01 0.0000e+00 2.4557e+00
3.2299e-01 2.2791e-02 5.078448e-05 5.1284e-02 -8.0847e-02 0.0000e+00 8.840740e-04 1.721353e-04 2.680625e-04 6 0.0000e+00 9.7654e-01 0.0000e+00 2.4233e+00
3.2557e-01 1.5110e-02 6.007790e-05 5.1691e-02 -8.1858e-02 0.0000e+00 8.867331e-04 1.718978e-04 2.771686e-04 5 0.0000e+00 9.7224e-01 0.0000e+00 2.3941e+00
3.2815e-01 7.5133e-03 5.560166e-05 5.2174e-02 -8.2964e-02 0.0000e+00 8.998766e-04 1.734459e-04 2.845436e-04 4 0.0000e+00 9.7231e-01 0.0000e+00 2.3826e+00
3.3073e-01 2.2204e-15 5.295766e-05 5.2778e-02 -8.4197e-02 0.0000e+00 9.080867e-04 1.800483e-04 2.931794e-04 5 0.0000e+00 9.7891e-01 0.0000e+00 2.3712e+00
